Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/09/2022,594.5,598.25,594.5,594.5,2.5,+0.42%,0,974
08/08/2022,586.25,593.75,585.75,592,-1.25,-0.21%,12,974
08/05/2022,592.75,594,587.25,593.25,5.25,+0.89%,3,974
08/04/2022,577.25,591,577.25,588,6.75,+1.16%,46,974
08/03/2022,577.25,583,575.75,581.25,0.5,+0.09%,4,952
08/02/2022,580.75,580.75,579,580.75,-8.25,-1.40%,0,951
08/01/2022,579,589.5,578.75,589,-2.25,-0.38%,7,951
07/29/2022,591.25,596.25,591.25,591.25,5,+0.85%,0,951
07/28/2022,581.75,586.25,581.75,586.25,11,+1.91%,2,951
07/27/2022,575.25,575.25,575.25,575.25,3.75,+0.66%,3,951
07/26/2022,571.5,573.5,571.5,571.5,6.25,+1.11%,0,951
07/25/2022,565.25,565.5,557.25,565.25,7.75,+1.39%,1,951
07/22/2022,557.5,564.25,555.75,557.5,-5,-0.89%,6,951
07/21/2022,562.5,562.5,561.75,562.5,-12.75,-2.22%,16,951
07/20/2022,571.5,578.25,571,575.25,-1.25,-0.22%,2,951
07/19/2022,577.25,577.25,568.75,576.5,-8,-1.37%,4,951
07/18/2022,584.5,592.25,576.5,584.5,6,+1.04%,203,951
07/15/2022,578,584.25,573.75,578.5,-1.5,-0.26%,72,751
07/14/2022,574.75,580,569.75,580,8,+1.40%,11,751
07/13/2022,566,577.25,561.75,572,7.5,+1.33%,80,762
07/12/2022,571.75,575.25,559.25,564.5,-19.25,-3.30%,25,717
07/11/2022,593.75,608.25,582,583.75,-6.25,-1.06%,22,727
07/08/2022,584.25,590.25,569.5,590,19.75,+3.46%,13,731
07/07/2022,570.5,578.25,570.25,570.25,5,+0.88%,6,731
07/06/2022,562.5,565.75,555.25,565.25,3.75,+0.67%,538,731
07/05/2022,570,570,560.75,561.5,-24.75,-4.22%,43,297
07/01/2022,597.75,598,585,586.25,-7,-1.18%,18,294
06/30/2022,601,601,592.75,593.25,-20.25,-3.30%,29,291
06/29/2022,613.5,616,613.5,613.5,1,+0.16%,16,291
06/28/2022,614.5,620.25,611.5,612.5,0.25,+0.04%,13,291
06/27/2022,602.5,613.25,601.5,612.25,-5.75,-0.93%,16,291
06/24/2022,620.75,625.25,618,618,9.25,+1.52%,170,291
06/23/2022,626,626,603,608.75,-26.25,-4.13%,32,182
06/22/2022,635,640.25,629.75,635,-1,-0.16%,0,181
06/21/2022,650.25,650.25,626.25,636,-16.75,-2.57%,3,181
06/17/2022,662,665,651,652.75,-7.5,-1.14%,1,179
06/16/2022,660.25,664.25,660.25,660.25,4.25,+0.65%,6,179
06/15/2022,659,660.25,655.5,656,0.25,+0.04%,3,177
06/14/2022,655.75,655.75,652.5,655.75,-4.75,-0.72%,0,176
06/13/2022,653,662.75,651.5,660.5,0.5,+0.08%,48,176
06/10/2022,653,661,648,660,6,+0.92%,4,175
06/09/2022,650.25,655.75,646.75,654,2.75,+0.42%,2,175
06/08/2022,650.5,657.75,647.25,651.25,-5,-0.76%,6,175
06/07/2022,643.75,659.25,643.75,656.25,19.75,+3.10%,1,176
06/06/2022,632,637.25,630,636.5,2.75,+0.43%,5,176
06/03/2022,635.75,637,630.75,633.75,2,+0.32%,3,176
06/02/2022,632.75,635.5,629.25,631.75,2,+0.32%,3,176
06/01/2022,628,629.75,624.75,629.75,-12.75,-1.98%,7,176
05/31/2022,642.5,642.5,642.5,642.5,-7.5,-1.15%,9,174
05/27/2022,650,650,650,650,4.5,+0.70%,0,174
05/26/2022,645.5,645.5,645.5,645.5,0.5,+0.08%,50,174
05/25/2022,642.5,645,642.5,645,-7.25,-1.11%,2,198
05/24/2022,655,655,648.75,652.25,-2.5,-0.38%,11,198
05/23/2022,654.75,654.75,654.75,654.75,0.5,+0.08%,0,187
05/20/2022,655.25,655.25,654.25,654.25,-1,-0.15%,5,187
05/19/2022,655.25,655.25,655.25,655.25,2,+0.31%,0,184
05/18/2022,653.25,653.25,653.25,653.25,-10.5,-1.58%,1,184
05/17/2022,660.5,663.75,660.5,663.75,2.75,+0.42%,8,184
05/16/2022,661,661,661,661,9,+1.38%,0,180
05/13/2022,652,652,652,652,-9.5,-1.44%,0,180
05/12/2022,661.5,661.5,661.5,661.5,7.75,+1.19%,0,180
05/11/2022,653.75,653.75,653.75,653.75,5,+0.77%,11,180
05/10/2022,645.25,648.75,645.25,648.75,3.5,+0.54%,7,174
05/09/2022,640,645.25,640,645.25,-9.5,-1.45%,4,171
05/06/2022,658,658,654.75,654.75,-15,-2.24%,1,171
05/05/2022,669.75,669.75,669.75,669.75,2,+0.30%,8,171
05/04/2022,668.5,668.5,665,667.75,0,0.00%,8,171
05/03/2022,667.75,667.75,667.75,667.75,-7.25,-1.07%,0,169
05/02/2022,669.25,675,669.25,675,-7.25,-1.06%,22,169
04/29/2022,683.5,683.5,682.25,682.25,-0.75,-0.11%,6,157
04/28/2022,684.5,684.5,681.75,683,-0.5,-0.07%,86,151
04/27/2022,683.25,683.5,683.25,683.5,0.25,+0.04%,2,142
04/26/2022,683.25,683.25,683.25,683.25,5,+0.74%,10,142
04/25/2022,659.5,678.25,659.5,678.25,14,+2.11%,13,136
04/22/2022,662,664.25,662,664.25,-9.25,-1.37%,29,127
04/21/2022,677,677,673,673.5,-8.75,-1.28%,31,107
04/20/2022,682.25,682.25,682.25,682.25,0.75,+0.11%,0,76
04/19/2022,676.75,684.5,674.25,681.5,4.75,+0.70%,24,76
04/18/2022,673.25,676.75,673.25,676.75,7.5,+1.12%,3,62
04/14/2022,668,669.25,668,669.25,0.75,+0.11%,5,62
04/13/2022,663,668.5,663,668.5,6,+0.91%,20,58
04/12/2022,662.5,662.5,662.5,662.5,8,+1.22%,0,46
04/11/2022,654.5,655.5,654.5,654.5,3.25,+0.50%,23,46
04/08/2022,649.5,651.5,648.25,651.25,6.25,+0.97%,39,37
04/07/2022,645,645,645,645,9.25,+1.45%,0,22
04/06/2022,628,636.5,628,635.75,2.25,+0.36%,4,22
04/05/2022,628.25,633.5,628.25,633.5,3.75,+0.60%,1,20
04/04/2022,625,629.75,625,629.75,7.5,+1.21%,2,19
04/01/2022,622.25,622.25,622.25,622.25,5.75,+0.93%,0,17
03/31/2022,616.5,616.5,616.5,616.5,1.75,+0.28%,0,17
03/30/2022,603,614.75,602.5,614.75,5.5,+0.90%,4,17
03/29/2022,614.5,614.5,609.25,609.25,3.25,+0.54%,4,17
03/28/2022,606,606,606,606,2,+0.33%,0,17
03/25/2022,604,604,604,604,2,+0.33%,0,17
03/24/2022,602,602,602,602,1.5,+0.25%,0,17
03/23/2022,600.5,600.5,600.5,600.5,3,+0.50%,0,17
03/22/2022,597.5,597.5,597.5,597.5,5.25,+0.89%,0,17
03/21/2022,592.25,592.25,592.25,592.25,8.75,+1.50%,0,17
03/18/2022,583.5,583.5,583.5,583.5,-0.25,-0.04%,0,17
03/17/2022,583.75,583.75,583.75,583.75,12.75,+2.23%,10,17
03/16/2022,571,571,571,571,-12.25,-2.10%,10,17
03/15/2022,583.25,583.25,583.25,583.25,-2.25,-0.38%,0,22
03/14/2022,580.5,585.5,578.75,585.5,-2,-0.34%,7,22
03/11/2022,587.5,587.5,587.5,587.5,1.75,+0.30%,0,17
03/10/2022,585.75,585.75,585.75,585.75,6.75,+1.17%,0,17
03/09/2022,576,579,576,579,1.5,+0.26%,1,17
03/08/2022,577.5,577.5,577.5,577.5,-0.25,-0.04%,0,16
03/07/2022,577.75,577.75,577.75,577.75,9.75,+1.72%,0,16
03/04/2022,568,568,568,568,8,+1.43%,0,16
03/03/2022,560,560,560,560,-11.75,-2.06%,0,16
03/02/2022,571.75,571.75,571.75,571.75,-8,-1.38%,0,16
03/01/2022,579.75,579.75,579.75,579.75,14.25,+2.52%,0,16
02/28/2022,565.5,565.5,565.5,565.5,16,+2.91%,0,16
02/25/2022,549.5,549.5,549.5,549.5,-20.5,-3.60%,0,16
02/24/2022,570,570,570,570,-6,-1.04%,2,16
02/23/2022,573.75,576,573.5,576,2,+0.35%,2,16
02/22/2022,574,574,574,574,7.25,+1.28%,0,14
02/18/2022,566,566.75,566,566.75,0.5,+0.09%,1,14
02/17/2022,566.25,566.25,566.25,566.25,2.5,+0.44%,0,13
02/16/2022,563.75,563.75,563.75,563.75,1.5,+0.27%,0,13
